A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4779Z;Commerce de détail de biens d'occasion en magasin
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4781Z;Commerce de détail alimentaire sur éventaires et marchés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4789Z;Autres commerces de détail sur éventaires et marchés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4791A;Vente à distance sur catalogue général
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4791B;Vente à distance sur catalogue spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4799A;Vente à domicile
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4799B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49A;Transports ferroviaires;4910Z;Transport ferroviaire interurbain de voyageurs
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49A;Transports ferroviaires;4920Z;Transports ferroviaires de fret
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49B;Autres transports terrestres de voyageurs;4931Z;Transports urbains et suburbains de voyageurs
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49B;Autres transports terrestres de voyageurs;4932Z;Transports de voyageurs par taxis
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49B;Autres transports terrestres de voyageurs;4939A;Transports routiers réguliers de voyageurs
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49B;Autres transports terrestres de voyageurs;4939B;Autres transports routiers de voyageurs
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49B;Autres transports terrestres de voyageurs;4939C;Téléphériques et remontées mécaniques
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49C;Transports routiers de fret et par conduites;4941A;Transports routiers de fret interurbains
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49C;Transports routiers de fret et par conduites;4941B;Transports routiers de fret de proximité
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49C;Transports routiers de fret et par conduites;4941C;Location de camions avec chauffeur
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49C;Transports routiers de fret et par conduites;4942Z;Services de déménagement
HZ;Transports et entreposage;HZ;Transports et entreposage ;49;Transports terrestres et transport par conduites;H49C;Transports routiers de fret et par conduites;4950Z;Transports par conduites
HZ;Transports et entreposage;HZ;Transports et entreposage ;50;Transports par eau;H50Z;Transports par eau;5010Z;Transports maritimes et côtiers de passagers
HZ;Transports et entreposage;HZ;Transports et entreposage ;50;Transports par eau;H50Z;Transports par eau;5020Z;Transports maritimes et côtiers de fret
HZ;Transports et entreposage;HZ;Transports et entreposage ;50;Transports par eau;H50Z;Transports par eau;5030Z;Transports fluviaux de passagers
HZ;Transports et entreposage;HZ;Transports et entreposage ;50;Transports par eau;H50Z;Transports par eau;5040Z;Transports fluviaux de fret
HZ;Transports et entreposage;HZ;Transports et entreposage ;51;Transports aériens;H51Z;Transports aériens;5110Z;Transports aériens de passagers
HZ;Transports et entreposage;HZ;Transports et entreposage ;51;Transports aériens;H51Z;Transports aériens;5121Z;Transports aériens de fret
HZ;Transports et entreposage;HZ;Transports et entreposage ;51;Transports aériens;H51Z;Transports aériens;5122Z;Transports spatiaux
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5210A;Entreposage et stockage frigorifique
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5210B;Entreposage et stockage non frigorifique
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5221Z;Services auxiliaires des transports terrestres
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5222Z;Services auxiliaires des transports par eau
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5223Z;Services auxiliaires des transports aériens
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5224A;Manutention portuaire
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5224B;Manutention non portuaire
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5229A;Messagerie, fret express
HZ;Transports et entreposage;HZ;Transports et entreposage ;52;Entreposage et services auxiliaires des transports;H52Z;Entreposage et services auxiliaires des transports;5229B;Affrètement et organisation des transports
HZ;Transports et entreposage;HZ;Transports et entreposage ;53;Activités de poste et de courrier;H53Z;Activités de poste et de courrier;5310Z;Activités de poste dans le cadre d'une obligation de service universel
HZ;Transports et entreposage;HZ;Transports et entreposage ;53;Activités de poste et de courrier;H53Z;Activités de poste et de courrier;5320Z;Autres activités de poste et de courrier
IZ;Hébergement et restauration;IZ;Hébergement et restauration;55;Hébergement;I55Z;Hébergement;5510Z;Hôtels et hébergement similaire
IZ;Hébergement et restauration;IZ;Hébergement et restauration;55;Hébergement;I55Z;Hébergement;5520Z;Hébergement touristique et autre hébergement de courte durée
IZ;Hébergement et restauration;IZ;Hébergement et restauration;55;Hébergement;I55Z;Hébergement;5530Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs
IZ;Hébergement et restauration;IZ;Hébergement et restauration;55;Hébergement;I55Z;Hébergement;5590Z;Autres hébergements
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5610A;Restauration traditionnelle
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5610B;Cafétérias et autres libres-services
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5610C;Restauration de type rapide
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5621Z;Services des traiteurs
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5629A;Restauration collective sous contrat
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5629B;Autres services de restauration n.c.a.
IZ;Hébergement et restauration;IZ;Hébergement et restauration;56;Restauration;I56Z;Restauration;5630Z;Débits de boissons
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5811Z;Édition de livres
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5812Z;Édition de répertoires et de fichiers d'adresses
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5813Z;Édition de journaux
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5814Z;Édition de revues et périodiques
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5819Z;Autres activités d'édition
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5821Z;Édition de jeux électroniques
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5829A;Édition de logiciels système et de réseau
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5829B;Edition de logiciels outils de développement et de langages
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;58;Édition;J58Z;Édition;5829C;Edition de logiciels applicatifs
JZ;Information et communication;JA;Edition, audiovisuel et diffusion;59;Production de films cinématographiques, de vidéo et de programmes de télévision -  enregistrement sonore et édition musicale;J59Z;Production de films cinématographiques, de vidéo et de programmes de télévision- enregistrement sonore et édition musicale;5911A;Production de films et de programmes pour la télévision
